ReferenceRef,RefSystemID,ReferenceID,CaseRef,SourceRef,Reference,KirkSession,Presbytery,BurghCourt,Confession,DraftDittay,Comm_CourtMin,Just_CourtMin,Circuit_CourtMin,Dittay,Pleadings,WitDep,WitStatement,CommJust,PrivyCouncil,Parliament,Estates,Royal,CommText,Verdict,Sentence,Chronicle,Financial,Other,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"R/JO/3764","JO",3764,"C/JO/3063","Queensferry South (Old) kirk session records","CH2/689/1.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"jhm","06/28/02 10:05:16","jhm","06/28/02 10:05:26"
"R/JO/3765","JO",3765,"C/JO/3064","Queensferry South (Old) kirk session records","CH2/689/1.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"jhm","06/28/02 12:42:00","LEM","09/03/02 13:22:11"
"R/JO/3766","JO",3766,"C/JO/3065","Queensferry South (Old) kirk session records","CH2/689/1.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"jhm","06/28/02 14:04:35","jhm","06/28/02 14:04:48"
"R/JO/3767","JO",3767,"C/JO/2955","Aberdour Kirk session records","CH2/3/1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"jhm","06/28/02 14:15:16","LEM","10/31/02 16:20:16"
"R/JO/3768","JO",3768,"C/EGD/1866","Aberdour Kirk session records","CH2/3/1.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"jhm","06/28/02 14:25:44","jhm","06/28/02 14:25:58"
"R/JO/3769","JO",3769,"C/JO/3066","Stirling Presbytery records","CH2/722/2.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"jhm","06/28/02 14:37:56","jhm","06/28/02 14:38:06"
"R/JO/3770","JO",3770,"C/JO/3067","Stirling Presbytery records","CH2/722/2.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"jhm","06/28/02 15:00:28","jhm","06/28/02 15:00:37"
"R/JO/3771","JO",3771,"C/EGD/136","South Leith Kirk session records","CH2/716/1.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Note in kirk session records that a local parishioner was to be questioned about consulting Bessie Aiken, suspected of witchcraft.","jhm","07/02/02 09:07:51","jhm","07/02/02 09:08:52"
"R/JO/3772","JO",3772,"C/JO/3068","Dysart Kirk session records","CH2/390/2, f 104v.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"jhm","07/02/02 09:13:48","jhm","07/02/02 09:14:17"
"R/JO/3773","JO",3773,"C/JO/3069","Dysart Kirk session records","CH2/390/2, f 105v & r, 107v.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"jhm","07/02/02 09:25:01","jhm","09/26/02 12:48:43"
"R/JO/3774","JO",3774,"C/JO/3070","Dysart Kirk session records","CH2/390/2, f 105v & r, 106v, 107v",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"jhm","07/02/02 09:34:30","jhm","07/02/02 09:35:29"
"R/JO/3775","JO",3775,"C/JO/3071","Dysart Kirk session records","CH2/390/2, f105r, 106 v & r, 107v.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"jhm","07/02/02 09:44:00","jhm","07/02/02 09:44:32"
"R/JO/3776","JO",3776,"C/JO/3072","Dysart Kirk session records","CH2/390/2, f 105r, 107r.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"jhm","07/02/02 09:51:52","jhm","07/02/02 09:52:33"
"R/JO/3777","JO",3777,"C/JO/3073","Dysart Kirk session records","CH2/390/2, f106v & r,107v & r.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"jhm","07/02/02 09:58:23","jhm","07/02/02 09:58:52"
"R/JO/3778","JO",3778,"C/JO/3074","Dysart Kirk session records","CH2/390/2, f109r.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"jhm","07/02/02 10:11:18","jhm","07/02/02 10:11:32"
"R/JO/3779","JO",3779,"C/JO/3075","Dysart Kirk session records","CH2/390/2, f109r.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"jhm","07/02/02 10:17:03","jhm","07/02/02 10:17:17"
"R/EGD/848","EGD",848,"C/EGD/848","RPC","v9 p. 191",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","11/05/02 15:03:23"
"R/EGD/849","EGD",849,"C/EGD/849","RPC","v9 p. 191",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","11/05/02 15:02:14"
"R/EGD/85","EGD",85,"C/EGD/85","Pitcairn","v I, part ii, page 239-241",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"same text as JC2/2","SMD","05/15/01 17:33:52","LEM","11/05/02 15:00:51"
"R/EGD/850","EGD",850,"C/EGD/850","RPC","v11 p. 224",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","06/27/01 09:55:55"
"R/EGD/851","EGD",851,"C/EGD/851","RPC","v9 p. 387-388",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","jhm","08/26/02 16:40:34"
"R/EGD/852","EGD",852,"C/EGD/852","RPC","v9 pp. 387-388",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","jhm","08/26/02 16:38:33"
"R/EGD/853","EGD",853,"C/EGD/853","SJC","vol. I, p. 102",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"mentioned as a witch","SMD","05/15/01 17:33:52","LEM","05/25/01 15:10:42"
"R/EGD/854","EGD",854,"C/EGD/854","RPC","v9 p. 500",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","jhm","08/26/02 16:43:02"
"R/EGD/855","EGD",855,"C/EGD/855","RPC","v9 p. 500",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","jhm","08/26/02 16:43:52"
"R/EGD/856","EGD",856,"C/EGD/856","RPC","v9 p. 500",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","jhm","08/26/02 16:44:46"
"R/EGD/857","EGD",857,"C/EGD/857","RPC","v9 p. 500",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","jhm","08/26/02 16:44:18"
"R/EGD/858","EGD",858,"C/EGD/858","RPC","v9 p. 522",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","06/26/01 10:27:45"
"R/EGD/859","EGD",859,"C/EGD/859","RPC","v9 p. 522",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","06/26/01 10:37:20"
"R/EGD/86","EGD",86,"C/EGD/86","Pitcairn","v I, part II, page 239-241",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"same text as JC2/2","SMD","05/15/01 17:33:52","LEM","11/05/02 14:35:41"
"R/EGD/860","EGD",860,"C/EGD/860","RPC","v9 p. 522",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","06/26/01 10:26:26"
"R/EGD/861","EGD",861,"C/EGD/861","RPC","v9 p. 522",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","06/26/01 10:24:30"
"R/EGD/862","EGD",862,"C/EGD/862","RPC","v9 p. 500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","11/05/02 14:32:13"
"R/EGD/863","EGD",863,"C/EGD/863","RPC","v10 pp. 4-5",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","06/26/01 10:51:46"
"R/EGD/864","EGD",864,"C/EGD/864","RPC","v10 p. 28",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","06/26/01 11:08:27"
"R/EGD/865","EGD",865,"C/EGD/865","RPC","vol 10, p 28-9.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,"Maybe the same person mentioned in Jedburgh presbytery records (CH2/198/1) in 1608.","SMD","05/15/01 17:33:52","jhm","09/03/01 11:06:04"
"R/EGD/866","EGD",866,"C/EGD/866","RPC","vol 10, p 28-9.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","jhm","09/03/01 11:08:28"
"R/EGD/867","EGD",867,"C/EGD/867","RPC","vol 10, p 28-9.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","jhm","09/03/01 11:11:14"
"R/EGD/868","EGD",868,"C/EGD/868","RPC","v10 p. 76",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","06/26/01 12:08:44"
"R/EGD/87","EGD",87,"C/EGD/87","Pitcairn","v I, part II, page 239-241",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"same text as JC2/2","SMD","05/15/01 17:33:52","LEM","11/05/02 14:26:14"
"R/EGD/870","EGD",870,"C/EGD/870","RPC","v10 p. 180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","08/20/02 14:26:03"
"R/EGD/871","EGD",871,"C/EGD/871","RPC","v10 p. 180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","11/05/02 14:25:31"
"R/EGD/872","EGD",872,"C/EGD/872","RPC","v10 p. 180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","11/05/02 14:25:12"
"R/EGD/874","EGD",874,"C/EGD/874","RPC","v10 p. 180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","11/05/02 14:24:45"
"R/EGD/876","EGD",876,"C/EGD/876","RPC","v10 p. 329",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","jhm","08/26/02 15:51:23"
"R/EGD/877","EGD",877,"C/EGD/877","RPC","v10 p. 329",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","06/26/01 15:22:19"
"R/EGD/878","EGD",878,"C/EGD/878","RPC","v10 p. 335",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","jhm","08/26/02 15:54:04"
"R/EGD/879","EGD",879,"C/EGD/879","RPC","v10 p. 388",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","jhm","07/23/01 13:09:37"
"R/EGD/88","EGD",88,"C/EGD/88","Pitcairn","v I, Part II, page 239-241",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"same text as JC2/2","SMD","05/15/01 17:33:52","LEM","11/05/02 13:55:50"
"R/EGD/880","EGD",880,"C/EGD/880","RPC","v10 p. 478-9",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","06/26/01 16:03:16"
"R/EGD/881","EGD",881,"C/EGD/881","RPC","v10 pp. 478-9",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","06/26/01 15:48:36"
"R/EGD/882","EGD",882,"C/EGD/882","RPC","2nd S, v8 pp. 345-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"The kirk session and presbytery information is from the RPC, nothing was found in the presbytery and the Kirk session materials don't survive.","SMD","05/15/01 17:33:52","LEM","11/05/02 09:59:46"
"R/EGD/883","EGD",883,"C/EGD/883","RPC","v11 p. 59",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","jhm","08/26/02 15:56:14"
"R/EGD/884","EGD",884,"C/EGD/884","RPC","v11 p. 59",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","06/26/01 16:09:16"
"R/EGD/885","EGD",885,"C/EGD/885","RPC","v11 p. 59",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","06/26/01 16:03:59"
"R/EGD/886","EGD",886,"C/EGD/886","RPC","v11 p. 104",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","06/26/01 16:15:11"
"R/EGD/887","EGD",887,"C/EGD/887","RPC","v11 p. 366-7; 401",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,"see also Sir Walter Scot, Letters on Demonology and Witchcraft, London, 1830.

The Project did not survey this source for the project.","SMD","05/15/01 17:33:52","LEM","11/05/02 09:44:26"
"R/EGD/888","EGD",888,"C/EGD/888","RPC","v11 p. 366-7; 401",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,"see also Sir Walter Scot, Letters on Demonology and Witchcraft, London, 1830.

The Project did not survey this source for the project.","SMD","05/15/01 17:33:52","LEM","11/05/02 09:43:53"
"R/EGD/889","EGD",889,"C/EGD/889","RPC","v11 p. 412",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","11/05/02 09:43:30"
"R/EGD/89","EGD",89,"C/EGD/89","Pitcairn","v I, part ii, page 246",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","11/05/02 09:42:53"
"R/EGD/890","EGD",890,"C/EGD/890","RPC","v11 p. 412",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","11/05/02 09:41:45"
"R/EGD/891","EGD",891,"C/EGD/891","RPC","v11 p. 320",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,"Patrick Anderson (1575-1624), 'History of Scotland.  A manuscript in the National Library of Scotland.

The project did not survey this source.","SMD","05/15/01 17:33:52","LEM","11/05/02 09:40:53"
"R/EGD/892","EGD",892,"C/EGD/892","RPC","v11 p. 367",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","06/26/01 16:26:09"
"R/EGD/893","EGD",893,"C/EGD/893","RPC","vol. 11, pp. 366, 401",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,"see also Sir Walter Scot, Letters on Demonology and Witchcraft, London, 1830.

The Project did not survey this source for the project.","SMD","05/15/01 17:33:52","LEM","11/05/02 09:38:04"
"R/EGD/894","EGD",894,"C/EGD/894","RPC","vol. 11, p. CXI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"see also Sir Walter Scot, Letters on Demonology and Witchcraft, London, 1830.

The Project did not survey this source for the project.","SMD","05/15/01 17:33:52","LEM","11/05/02 09:36:24"
"R/EGD/895","EGD",895,"C/EGD/895","RPC","v12 p. 412",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","jhm","08/26/02 15:56:24"
"R/EGD/897","EGD",897,"C/EGD/897","RPC","v12 p. 423",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","06/27/01 11:48:39"
"R/EGD/898","EGD",898,"C/EGD/898","RPC","v12 p. 423",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","11/05/02 09:31:42"
"R/EGD/899","EGD",899,"C/EGD/899","RPC","v12 p. 423",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","11/05/02 09:30:07"
"R/EGD/9","EGD",9,"C/EGD/9","APS","Vol VI, part 2, p 510.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"commission for the arrest of suspects.","SMD","05/15/01 17:33:52","jhm","07/30/02 15:14:32"
"R/EGD/90","EGD",90,"C/EGD/90","Pitcairn","v I, part ii, page 239-241",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"same text as JC2/2","SMD","05/15/01 17:33:52","LEM","11/05/02 09:26:55"
"R/EGD/900","EGD",900,"C/EGD/900","RPC","v12 p. 423",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","11/05/02 09:26:47"
"R/EGD/901","EGD",901,"C/EGD/901","RPC","v12 p. 423; 425-6",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","11/05/02 09:25:53"
"R/EGD/902","EGD",902,"C/EGD/902","RPC","v12 p. 472",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 11:46:55"
"R/EGD/903","EGD",903,"C/EGD/903","RPC","v12 p. 490",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","jhm","08/26/02 16:05:13"
"R/EGD/904","EGD",904,"C/EGD/904","RPC","v12 p. 490",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 12:03:00"
"R/EGD/905","EGD",905,"C/EGD/905","Books of Adjournal","JC2/6 fo. 62v-78v",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"pit iii, 509","SMD","05/15/01 17:33:52","LEM","06/15/01 16:23:43"
"R/EGD/906","EGD",906,"C/EGD/906","RPC","v12 p. 711",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 12:20:09"
"R/EGD/907","EGD",907,"C/EGD/907","RPC","v12 p. 720",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 12:29:59"
"R/EGD/908","EGD",908,"C/EGD/908","RPC","v12 p. 734",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 12:30:27"
"R/EGD/909","EGD",909,"C/EGD/909","RPC","v12 p. 734",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 12:37:15"
"R/EGD/91","EGD",91,"C/EGD/91","Pitcairn","v I, part ii, page 239-241",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"same text as JC2/2","SMD","05/15/01 17:33:52","LEM","11/04/02 17:10:49"
"R/EGD/910","EGD",910,"C/EGD/910","RPC","v12 p. 738",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 12:43:38"
"R/EGD/911","EGD",911,"C/EGD/911","RPC","v12 p. 750",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 12:44:12"
"R/EGD/912","EGD",912,"C/EGD/912","RPC","v12 p. 750",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 12:50:58"
"R/EGD/913","EGD",913,"C/EGD/913","RPC","v13 p. 49-50",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 13:08:02"
"R/EGD/914","EGD",914,"C/EGD/914","RPC","v13 pp. 49-50",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","jhm","08/26/02 16:07:23"
"R/EGD/915","EGD",915,"C/EGD/915","RPC","v13 pp. 49-50",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 13:21:38"
"R/EGD/916","EGD",916,"C/EGD/916","RPC","v13 pp. 49-50",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","jhm","08/26/02 16:06:09"
"R/EGD/917","EGD",917,"C/EGD/917","RPC","v13 pp. 49-50",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 13:25:44"
"R/EGD/918","EGD",918,"C/EGD/918","RPC","v13 p. 63",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 14:58:04"
"R/EGD/919","EGD",919,"C/EGD/919","RPC","v13 p. 69",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 14:58:44"
"R/EGD/92","EGD",92,"C/EGD/92","Pitcairn","v I, part ii, page 239-241",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"same text as JC2/2","SMD","05/15/01 17:33:52","LEM","11/04/02 12:59:14"
"R/EGD/920","EGD",920,"C/EGD/920","RPC","v13 p. 181",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 15:09:53"
"R/EGD/921","EGD",921,"C/EGD/921","RPC","v13 p. 181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 15:53:58"
"R/EGD/922","EGD",922,"C/EGD/922","RPC","v13 p. 181; 192-3",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 15:44:48"
"R/EGD/923","EGD",923,"C/EGD/923","RPC","v13 p. 181; 192-3",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 15:39:45"
"R/EGD/924","EGD",924,"C/EGD/924","RPC","v13 p. 181;192-193",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 15:35:58"
"R/EGD/925","EGD",925,"C/EGD/925","RPC","v13 p. 181; 192-3",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 15:24:12"
"R/EGD/926","EGD",926,"C/EGD/926","RPC","v13 p. 181; 192-3",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 15:29:41"
"R/EGD/927","EGD",927,"C/EGD/927","RPC","v13 p. 181",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 15:17:11"
"R/EGD/928","EGD",928,"C/EGD/928","RPC","v13 p. 181",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 15:20:51"
"R/EGD/929","EGD",929,"C/EGD/929","RPC","v13 p. 181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 16:08:21"
"R/EGD/93","EGD",93,"C/EGD/93","Pitcairn","v I, part ii, page 239-241",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"same text as JC2/2","SMD","05/15/01 17:33:52","LEM","11/04/02 12:53:10"
"R/EGD/930","EGD",930,"C/EGD/930","RPC","v13 p. 181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 16:00:14"
"R/EGD/931","EGD",931,"C/EGD/931","RPC","v13 p. 181; 230",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","jhm","08/26/02 16:33:46"
"R/EGD/932","EGD",932,"C/EGD/932","RPC","v13 p. 181; 230",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 16:00:39"
"R/EGD/933","EGD",933,"C/EGD/933","RPC","v13 p. 192-3",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 15:50:32"
"R/EGD/934","EGD",934,"C/EGD/934","RPC","v13 p. 192-3",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 15:45:59"
"R/EGD/935","EGD",935,"C/EGD/935","RPC","v13 p. 270",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","10/01/01 13:50:06"
"R/EGD/936","EGD",936,"C/EGD/936","RPC","v13 p. 270",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","07/05/01 16:11:39"
