PersonRef,PersonID,PersonSystemId,FirstName,LastName,Other Details,Title,Occupation,Office,Residence,IsDeleted,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"LA/1132",1132,"LA",,"Ritchie",,"Mr","minister",,,0,"?John Ritchie minister at Kilpatrick 1688-1726. Involved in case in 1697.","LEM","01/31/02 21:18:50","jhm","12/12/03 10:58:37"
"LA/1133",1133,"LA","Andrew","Kane",,"Mr","minister",,,0,"Involved in case in 1659. Can't find him in Fasti.","LEM","02/04/02 10:31:30","jhm","12/01/03 15:11:45"
"LA/1134",1134,"LA","Thomas","Wylie",,"Mr","minister",,"Kirkcudbright",0,"Involved in case in 1659. Was minister at Borgue, Mauchline then transferred to Kirkcudbright in 1655. Was deprived in 1662 then was minister at Fenwick.","LEM","02/04/02 10:38:11","jhm","01/22/04 14:29:35"
"LA/1135",1135,"LA","John","Quart",,,,"provost","Kirkcudbright",0,"Involved in case in 1659.","LEM","02/04/02 10:38:39","jhm","01/22/04 12:19:04"
"LA/1136",1136,"LA","John","Matheson",,,,"Sherrif of St Andrews","Fife",0,"Involved in cases in 1708-9.","LEM","02/12/02 14:51:03","jhm","01/22/04 11:34:05"
"LA/1138",1138,"LA","William","Wadropen",,"Mr",,,"Anstruther Easter",0,"Involved in cases in 1708-9.","LEM","02/12/02 14:51:55","jhm","12/18/03 12:11:45"
"LA/114",114,"LA","James","Mowat",,"of Fawside","writer to the Signet","Sheriff Clerk of Berwick","Fawside",0,"Had his servants record Alexander Hammiltoun's depositions against Lady Manderston because he was implicated by them.  He was arrested for lying about taking Hammiltoun's depositions, and was put to the horn, subsequently unable to pay for a further compearance before privy council.  Granted protection from the PC on 13/7/1630.  A complaint was made about his falsification of depositions against John Smith and Katharine Wilson of Duns.  The complaint was found proven and he was arrested in 5/7/1631. Involved in cases between1629 and 1631. Fawside may be Fawside (Falside) near Tranent as there does seem to be a Fawside in Berwick.","LEM","06/13/01 10:00:15","jhm","01/22/04 11:44:14"
"LA/115",115,"LA","Joseph","Miller",,,"advocate","Substitute to Lord's Advocate",,0,"Became a substitute Lord's advocate on 31/3/1630. Involved in trials in 1610 and 1630.","LEM","06/13/01 12:19:30","jhm","12/05/03 11:12:15"
"LA/1154",1154,"LA","William","Heriot",,,,"Sheriff Depute","Dumfriesshire",0,"Involved in case in 1709.","LEM","02/19/02 09:47:30","jhm","11/27/03 15:49:20"
"LA/1156",1156,"LA","Alexander","Campbell",,,,"Sheriff","Dumfries",0,"Involved in case in 1709.","LEM","02/19/02 09:51:54","jhm","11/20/03 10:23:16"
"LA/1157",1157,"LA","William","Bell",,,,"bailie","Pittenweem",0,"Involved in 1704 and 1709 investigations.","LEM","02/19/02 10:11:09","jhm","12/19/03 14:36:48"
"LA/1158",1158,"LA","Robert","Cock",,"Mr",,"elder","Pittenweem",0,"Involved in cae in 1708. Note: elder taken to mean kirk elder rather than title.","LEM","02/19/02 10:11:47","jhm","11/20/03 11:41:35"
"LA/1159",1159,"LA","John","Falconer",,,,"sheriff","Fife",0,"Involved in cases in 1708-9.","LEM","02/19/02 10:20:21","jhm","01/07/04 12:04:07"
"LA/116",116,"LA","George","Harret",,,,,"Coittis",0,"Involved in trial in 1630.","LEM","06/13/01 12:23:08","jhm","01/09/04 12:13:19"
"LA/1160",1160,"LA","James","Clerk",,,,"sheriff","Fife",0,"Involved in cases in 1708-9.","LEM","02/19/02 10:20:57","jhm","11/20/03 11:30:26"
"LA/117",117,"LA","Thomas","Watson","dead",,,,,0,"Does not appear to have been linked to any case.","LEM","06/13/01 12:25:15","jhm","12/18/03 14:52:15"
"LA/1171",1171,"LA","Peter","Blackburn",,"Mr","minister","Bishop","Aberdeen",0,"Bishop of Aberdeen in 1587. Involved in cases in 1590, 1597-8 and 1613.","LEM","03/04/02 12:08:04","jhm","12/19/03 14:39:01"
"LA/1172",1172,"LA","Walter","Stewart",,"Mr",,"Principal of Aberdeen university","Aberdeen",0,"Involved in case in 1590.","LEM","03/04/02 12:08:43","jhm","12/15/03 15:01:56"
"LA/1173",1173,"LA","Thomas","Cargill",,"Mr","schoolmaster",,"Aberdeen",0,"Involved in case in 1590. Records note that he taught at the grammar school.","LEM","03/04/02 12:09:27","jhm","11/20/03 10:43:22"
"LA/118",118,"LA","Archibald","Angus",,"Earl of Angus",,,,0,"Active in border pacification, one of the Ruthven raiders. Involved in trial in 1587. Related to JO/1065.","LEM","06/13/01 13:23:03","jhm","12/19/03 14:20:36"
"LA/119",119,"LA","George","Haliburton",,"Sir of Penkill",,,"Penkill",0,"Involved in case in 1631.","LEM","06/14/01 14:04:28","jhm","11/27/03 12:20:22"
"LA/1191",1191,"LA","William","Paton",,,"minister",,,0,"Involved in case in 1629. Not sure where he was minister but there was a William Paton minister at Aberdour (Fife) from 1611-1634. He was member of Assembly in 1610.","LEM","05/02/02 15:42:12","jhm","12/05/03 14:59:09"
"LA/1192",1192,"LA","James","Drummond",,"Mr","minister","moderator of presbytery of Muthill","Muthill",0,"Involved in case in 1629. The only James Drummond minister at Muthill was there between 1655 and 1686, he was appointed Bishop of Brechin. The only James Drummond minister in 1629 was at Lundeiff (Kinloch) in Dunkeld presbytery so I don't think this is the same one.","LEM","05/02/02 15:42:59","jhm","01/07/04 16:17:45"
"LA/1193",1193,"LA","John","Graham",,"Mr","minister",,"Aberuthven",0,"Involved in case in 1629. Called to Aberuthven in 1627 but not admitted until 1636. Member of Assembly in 1638. Deprived in 1644 for speaking to James, Marquis of Montrose. Restored in 1645 but deprived again in 1649.","LEM","05/02/02 15:43:49","jhm","11/27/03 11:41:57"
"LA/1194",1194,"LA","John","Fairbairn (Freebairn)",,"Mr","minister",,"Madderty",0,"Involved in case in 1629. Minister at Madderty 1620-1657.","LEM","05/02/02 15:44:43","jhm","11/25/03 12:19:28"
"LA/1195",1195,"LA","James","Tolmiller",,"of Lalbachyr",,,"Lalbachyr",0,"Involved in case in 1629. Lalbachyr possibly in Perthshire.","LEM","05/02/02 15:47:33","jhm","01/22/04 14:13:35"
"LA/1196",1196,"LA","John","Rollok",,"Mr","minister",,,0,"Involved in case in 1629. I can't find any reference to John Rollok at Dunblane or anywhere else in Fasti.","LEM","05/02/02 15:48:02","jhm","12/15/03 11:30:53"
"LA/1197",1197,"LA","James","Edmonstone",,"Mr","minister",,"Perth",0,"Minister at St Ninian's Perth presbytery 1624 and deprived in 1649. Gen Assembly member in 1628. Involved in case in 1629.","LEM","05/02/02 15:48:46","jhm","01/07/04 11:57:25"
"LA/1198",1198,"LA","Walter","Smart",,,,"bailie","Musselburgh",0,"Involved in case in 1629.","LEM","05/06/02 19:58:59","jhm","12/15/03 11:47:32"
"LA/1199",1199,"LA","Adam","Colt",,"Mr","minister",,"Inveresk",0,"Spelt Innerask. Involved in cases in 1629","LEM","05/06/02 20:27:55","jhm","01/07/04 11:07:46"
"LA/12",12,"LA","Thomas","Hope","knight baronet","Sir of Craighall","advocate","Lord's Advocate","Craighall",0,"Involved in cases and trials in 1628-34, 1643 and 1645.","LEM","05/17/01 10:20:59","jhm","12/01/03 09:47:25"
"LA/120",120,"LA","Archibald","Acheson",,"Sir",,"Secretary of the Privy Council",,0,"Involved in cases from 1629 to 1631","LEM","06/14/01 14:24:54","jhm","11/12/03 13:46:24"
"LA/1201",1201,"LA","John","Dunlop",,"Mr","advocate",,"Edinburgh",0,"Involved in trial in 1629.","LEM","05/07/02 09:29:37","jhm","11/20/03 16:16:41"
"LA/1202",1202,"LA","James","Balfour",,,"witch pricker",,,0,"Involved in 1629 case.","LEM","05/07/02 09:31:13","jhm","12/19/03 14:32:34"
"LA/1203",1203,"LA","Michael","Crainstorm",,"Mr","minister",,"Cramond",0,"Involved in case in 1629. Minister 1590-1631.","LEM","05/07/02 10:04:19","jhm","01/07/04 16:13:06"
"LA/1205",1205,"LA","David","Aikenhead",,,,"bailie","Edinburgh",0,"Involved in case in 1630.","LEM","05/07/02 10:50:29","jhm","11/12/03 14:20:31"
"LA/1206",1206,"LA","Alexander","Heriot",,,,"bailie","Edinburgh",0,"Involved in case in 1630.","LEM","05/07/02 10:51:08","jhm","11/27/03 15:47:20"
"LA/1207",1207,"LA","Patrick","Twick",,"Mr","schoolmaster",,"Haddington",0,"Possibly schoolmaster but also recorded as 'preacher' elsewhere. Involved in cases in 1630.","LEM","05/07/02 10:53:01","jhm","12/18/03 11:39:43"
"LA/1209",1209,"LA","Alexander","Simpson",,,"bailie",,"Dysart",0,"Involved in cases in 1658. See also LA/417 - may be the same as or related.","LEM","05/07/02 15:48:10","jhm","12/15/03 10:14:07"
"LA/1210",1210,"LA","James","Guthrie",,,,"elder","Dysart",0,"Involved in cases in 1658. Note: elder may refer to kirk office or title.","LEM","05/07/02 15:48:49","jhm","11/27/03 11:21:45"
"LA/1211",1211,"LA","John","Scott",,,,"elder","Dysart",0,"Involved in cases in 1658. Note: elder taken to mean kirk office rather than title.","LEM","05/07/02 15:49:22","jhm","12/12/03 15:43:21"
"LA/1212",1212,"LA","James","Craig",,"Mr",,"reader","Dysart",0,"Involved in case in 1658.","LEM","05/07/02 15:49:40","jhm","11/20/03 13:37:46"
"LA/1213",1213,"LA","Mathias","Simpson",,"Mr","minister",,"Stirling",0,"Involved in cases in 1658 and 1659. Minister at West charge 1655, transferred to First charge in 1661 until 1664.","LEM","05/08/02 15:48:53","jhm","12/15/03 11:32:15"
"LA/1214",1214,"LA","Robert","Russell",,,,"bailie","Stirling",0,"Involved in case in 1659.","LEM","05/08/02 15:49:42","jhm","12/12/03 14:13:28"
"LA/1215",1215,"LA","Robert","Buchanan",,,,"bailie","Stirling",0,"Involved in case in 1659.","LEM","05/09/02 11:59:17","jhm","11/18/03 12:58:03"
"LA/1216",1216,"LA","Thomas","Reid",,"Colonel",,,,0,"Involved in investigations in Stirling in 1659.","LEM","05/09/02 12:10:19","jhm","12/12/03 10:36:43"
"LA/1217",1217,"LA","William","Stirling",,"of Herbertshire",,,"Herbertshire (Dunipace)",0,"Involved in investigations in Stirling in 1631 and 1659. May be the same as Laird of Herbertshire (JO/564) who was involved as a commissioner in 1677.","LEM","05/09/02 12:11:34","jhm","12/15/03 15:25:46"
"LA/1218",1218,"LA",,"Callanes",,"Captain",,,,0,"Involved in investigations in Stirling in 1659.","LEM","05/09/02 12:12:16","jhm","11/20/03 10:21:48"
"LA/1219",1219,"LA",,"Hunt",,"Captain",,,,0,"Involved with investigations in Stirling in 1659.","LEM","05/09/02 12:13:00","jhm","01/09/04 12:31:23"
"LA/122",122,"LA","James","Roughheid",,,,,,0,"Involved in case in 1631.","LEM","06/14/01 14:40:23","jhm","12/12/03 12:18:38"
"LA/1220",1220,"LA",,"Matlaw",,"Major",,,,0,"Involved in investigations in Stirling in 1659.","LEM","05/09/02 12:15:20","jhm","12/02/03 10:16:45"
"LA/123",123,"LA","John","Hamilton",,"Sir",,"Lord Clerk Register","Magdalenes",0,"Involved in cases in 1630-32.","LEM","06/14/01 14:44:49","jhm","11/27/03 12:35:36"
"LA/124",124,"LA","John","Home",,"Sir of North Berwick",,,"North Berwick",0,"Involved in cases in 1631.","LEM","06/14/01 15:02:37","jhm","11/27/03 16:28:47"
"LA/125",125,"LA","George","Rule",,"Mr","minister",,"Longformacus",0,"Attached to Longformacus which was joined to Mordington until 1666. Was member of GA in 1638. Involved in case in 1631.","LEM","06/14/01 15:33:38","jhm","12/12/03 12:19:38"
"LA/1252",1252,"LA","Edward","Sinclair",,"of Essinquoy",,,"Orkney",0,"Involved in trial in 1633.","LEM","06/17/02 11:31:58","jhm","12/15/03 10:19:39"
"LA/1254",1254,"LA","Abraham","Stevenson",,,,"Procurator Fiscal","Orkney",0,"Involved in trial in 1643.","LEM","06/17/02 11:46:06","jhm","12/15/03 12:25:06"
"LA/1255",1255,"LA","William","Dick",,"Sir of Braid",,"Sheriff of Orkney","Edinburgh",0,"Involved in case in 1643.","LEM","06/17/02 11:47:30","jhm","11/20/03 14:55:17"
"LA/1256",1256,"LA","Patrick","Stewart",,"Earl of Orkney",,,"Orkney",0,"Involved in trial in 1604.","LEM","06/17/02 15:54:07","jhm","12/15/03 14:42:25"
"LA/1257",1257,"LA","Robert","Coltart",,,,"Procurator Fiscal","Orkney",0,"Involved in trial in 1615.","LEM","06/17/02 16:21:46","jhm","11/20/03 12:15:38"
"LA/1258",1258,"LA","Robert","Menteith",,,,,"Orkney",0,"Involved  in trial in 1615.","LEM","06/17/02 16:23:48","jhm","12/02/03 11:40:56"
"LA/1259",1259,"LA","William","Bannatyne",,"of Gairsay (Birsay)",,,"Orkney",0,"Involved in 1616.","LEM","06/19/02 12:11:53","jhm","11/12/03 15:39:49"
"LA/126",126,"LA","Alan","Lundie",,"Mr","minister",,"Hutton",0,"Involved in case in 1631. Minister at Hutton 1614-1636. Was accused of neglecting his duties.","LEM","06/14/01 15:34:20","jhm","01/22/04 15:19:02"
"LA/1260",1260,"LA","Henry","Stewart",,"of Carlogie",,,"Orkney",0,"Involved in trial in 1616.","LEM","06/19/02 12:19:39","jhm","12/15/03 13:56:09"
"LA/1267",1267,"LA","Alexander","Ramsay",,,,,"Paiston",0,"Involved in cases in 1678.","LEM","06/24/02 22:12:52","jhm","12/12/03 09:56:43"
"LA/1268",1268,"LA","James","Yule","indweller",,,,"Keith",0,"Involved in cases in 1678.","LEM","06/24/02 22:13:29","jhm","12/19/03 11:37:06"
"LA/1269",1269,"LA","William","Sheil","indweller",,,,"Keith",0,"Involved in cases in 1678.","LEM","06/24/02 22:13:55","jhm","12/15/03 10:00:25"
"LA/127",127,"LA","Thomas","Ramsay",,"Mr","minister",,"Foulden",0,"Member of the General Assembly in 1638, 1639 and 1645. Involved in cases in 1629 and 1631.","LEM","06/14/01 15:34:46","jhm","01/22/04 12:23:37"
"LA/1270",1270,"LA","William","Cockburn",,,"writer (?lawyer)",,"Keith",0,"Involved in case in 1629-30.","LEM","06/24/02 22:14:28","jhm","11/20/03 12:03:51"
"LA/1271",1271,"LA","John","Ker",,"Windymane",,,"Windymane, Lothians",0,"Involved in cases in 1678.","LEM","06/25/02 10:33:08","jhm","12/01/03 14:38:58"
"LA/1272",1272,"LA","David","Chalmer",,,,,"Keith/Humbie",0,"Involved in cases in 1678.","LEM","06/25/02 10:33:42","jhm","11/20/03 11:07:57"
"LA/1273",1273,"LA","William","Cockburn",,,"schoolmaster",,"Lothian",0,"Involved in cases in 1678.","LEM","06/25/02 10:34:24","jhm","11/20/03 12:04:15"
"LA/1274",1274,"LA","James","Liddell",,,,,"Paiston",0,"Involved in cases in 1678.","LEM","06/25/02 10:35:31","jhm","12/01/03 15:58:57"
"LA/1275",1275,"LA","George","Halliday",,,,,"Paiston",0,"Involved in cases in 1678.","LEM","06/25/02 10:36:32","jhm","11/27/03 12:14:47"
"LA/1276",1276,"LA","James","Cairntoun",,,,,"Lothian",0,"Involved in cases in 1678.","LEM","06/25/02 10:37:23","jhm","11/20/03 10:06:52"
"LA/1277",1277,"LA","John","Adamson",,,"schoolmaster",,"Paiston",0,"Involved in cases in 1678","LEM","06/25/02 10:37:41","jhm","11/12/03 14:14:14"
"LA/1278",1278,"LA","William","Simpson",,,,,"Lothian",0,"Involved in case in 1678.","LEM","06/25/02 10:46:01","jhm","12/15/03 10:15:33"
"LA/1279",1279,"LA","James","Cockburn",,,"schoolmaster",,"Keith",0,"Involved in case in 1678.","LEM","06/25/02 11:04:19","jhm","11/20/03 11:48:43"
"LA/128",128,"LA","John","Gaittis (Galt)",,"Mr","minister",,"Bunkle",0,"Minister at Bunkle or Bonkill and Preston 1614-1650. Involved in case in 1631.","LEM","06/14/01 15:35:13","jhm","11/25/03 12:23:08"
"LA/1281",1281,"LA","Malcolm","Greive",,,,,"Keith",0,"Invovled in case in 1678.","LEM","06/25/02 13:32:25","jhm","11/27/03 11:08:05"
"LA/1282",1282,"LA","John","Fowler",,,"miller",,"Humbie",0,"Involved in case in 1678.","LEM","06/25/02 13:32:57","jhm","11/25/03 11:53:48"
"LA/1283",1283,"LA","Richard","Dalgleish",,,,,"Woodhead",0,"Involved in case in 1678.","LEM","06/25/02 13:33:30","jhm","11/20/03 14:34:47"
"LA/1284",1284,"LA","James","Cornwall",,"of Bonhard",,,"Bonhard, Linlithgow",0,"Involved in case in 1680. Probably related to LA/94 ?father and son.","LEM","07/04/02 13:51:45","jhm","11/20/03 12:38:08"
"LA/1285",1285,"LA","James","Gibb",,"Mr",,"bailie depute","Bo'ness",0,"Involved in cases in 1680.","LEM","07/04/02 14:16:39","jhm","11/25/03 12:31:31"
"LA/1286",1286,"LA","James","Hamilton",,,"minister",,"Bo'ness",0,"Involved in cases in 1680. Minister at Bo'ness from 1677-1685.","LEM","07/04/02 14:17:37","jhm","12/01/03 10:29:59"
"LA/1287",1287,"LA","John","Park",,,"minister",,"Carriden",0,"Involved in cases in 1680. Minister at Carriden 1665-1690. Was deprived for drunkenness in 1690 but had been in trouble before then about other behaviour.","LEM","07/04/02 14:17:58","jhm","01/22/04 13:31:27"
"LA/1288",1288,"LA","Andrew","Burnside",,"Mr","sailor","skipper","Bo'ness",0,"Involved in case in 1680.","LEM","07/04/02 14:18:24","jhm","12/19/03 14:52:33"
"LA/1289",1289,"LA","James","Cassillis",,"younger","skipper",,"Bo'ness",0,"Involved in cases in 1680.","LEM","07/04/02 14:19:00","jhm","11/20/03 11:06:25"
"LA/129",129,"LA","Alexander","Smith",,"Mr","minister","moderator of presbytery of Duns","Chirnside",0,"Involved in cases in 1629 and 1631. Minister at Chirnshide 1607-1649.","LEM","06/14/01 15:35:41","jhm","12/15/03 16:45:17"
"LA/1290",1290,"LA","Thomas","Knowes",,,"skipper",,"Bo'ness",0,"Involved in case in 1680.","LEM","07/04/02 14:19:35","jhm","12/01/03 14:54:46"
"LA/1291",1291,"LA","Richard","Dalling",,,,,"Bo'ness",0,"Involved in case in 1680.","LEM","07/04/02 14:19:55","jhm","11/20/03 14:40:27"
"LA/1292",1292,"LA","James","Sloss",,,,,"Bo'ness",0,"Involved in case in 1680.","LEM","07/04/02 14:20:11","jhm","12/15/03 11:46:22"
"LA/1293",1293,"LA","Richard","Hardie",,,"maltman",,"Bo'ness",0,"Involved in cases in 1680.","LEM","07/04/02 14:20:25","jhm","11/27/03 14:00:33"
"LA/1294",1294,"LA","Robert","Mitchell",,,"skipper",,"Bo'ness",0,"Involved in case in 1680.","LEM","07/04/02 14:20:46","jhm","12/02/03 11:53:20"
"LA/1295",1295,"LA","John","Heisbit",,"Mr","schoolmaster",,"Bo'ness",0,"Involved in case in 1680.","LEM","07/04/02 14:21:34","jhm","01/09/04 12:19:49"
"LA/1296",1296,"LA","Robert","Doun",,,"maltman",,"Bo'ness",0,"Involved in case in 1680.","LEM","07/04/02 14:21:50","jhm","11/20/03 15:33:18"
"LA/1297",1297,"LA","Archibald","Reid",,,"litster",,"Bo'ness",0,"Involved in case in 1680.","LEM","07/04/02 14:52:47","jhm","12/12/03 10:26:14"
"LA/1298",1298,"LA","Robert","Brontein",,,"tailor",,"Bo'ness",0,"Involved in case in 1680.","LEM","07/04/02 14:53:15","jhm","11/18/03 10:51:16"
"LA/1299",1299,"LA","James","Gardener",,,"sailor",,"Bo'ness",0,"Involved in case in 1680.","LEM","07/04/02 14:53:31","jhm","11/25/03 12:21:43"
"LA/13",13,"LA","George","Fletcher",,"Mr","Advocate","Lord Advocate's substitute",,0,"Involved in trials in 1629 and 1661.","LEM","05/17/01 10:25:04","jhm","11/25/03 10:23:41"
"LA/130",130,"LA","David","Home",,"Mr","minister",,"Ladykirk",0,"Involved in case in 1631. Minister at Ladykirk 1634-1650 when he was deprived.","LEM","06/14/01 15:36:14","jhm","01/22/04 12:36:01"
"LA/1300",1300,"LA","John","Thornbrow",,,"sailor",,"Bo'ness",0,"Involved in case in 1680.","LEM","07/04/02 14:53:47","jhm","12/17/03 11:18:07"
"LA/1301",1301,"LA","Alexander","Crowlie",,,"sailor",,"Bo'ness",0,"Involved in case in 1680.","LEM","07/04/02 14:54:06","jhm","11/20/03 14:04:21"
"LA/1302",1302,"LA","James","Floss",,,,,"Bo'ness",0,"Involved in case in 1680.","LEM","07/04/02 16:13:26","jhm","11/25/03 10:24:40"
"LA/1303",1303,"LA","James","Hamilton",,"elder",,,"Bo'ness",0,"Involved in case in 1680. Note: elder may refer to kirk office or title.","LEM","07/04/02 16:14:39","jhm","11/27/03 12:55:09"
"LA/1304",1304,"LA","Andrew","Hamilton",,,,,"Bo'ness",0,"Involved in case in 1680.","LEM","07/04/02 16:15:07","jhm","11/27/03 12:53:36"
"LA/1305",1305,"LA","John","Finlayson",,,,,"Bo'ness",0,"Involved in case in 1680.","LEM","07/04/02 16:15:38","jhm","11/25/03 10:19:28"
"LA/1306",1306,"LA","John","Mitchell",,,,"officer in North Leith","Leith",0,"Involved in case in 1679.","LEM","07/04/02 16:52:51","jhm","12/02/03 11:52:46"
"LA/1307",1307,"LA","James","Gourlay",,,,,"Prestonpans",0,"Involved in case in 1679.","LEM","07/04/02 17:44:31","jhm","11/27/03 09:36:04"
"LA/1308",1308,"LA","James","Finke",,,,,"Prestonpans",0,"Involved in case in 1679.","LEM","07/04/02 17:44:50","jhm","01/07/04 12:07:53"
"LA/1309",1309,"LA","John","Wallace",,"Mr",,,,0,"Involved in 1596 case. Lauren had recorded him as a minister but the only John Wallace I could find in Fasti for this date was an exhorter at Cockburnspath in 1567. He may have been a minister later but did not have a parish.","LEM","07/10/02 09:33:22","jhm","12/18/03 12:18:47"
"LA/131",131,"LA","John","Home",,"Mr","minister",,"Eyemouth",0,"Transferred from Ladykirk to Eyemouth in 1627 and then to Edrom in 1646. Involved with cases in 1629 and 1634, He was summond to PC on a complaint from E. Bathgate and A. Pae for false arrest.  The summons was witnesses by John Gray and John Broun, portioners of Eymouth. (RPC 2nd S, v5, p. 572). Not the same as JO/1068.","LEM","06/14/01 15:36:46","jhm","11/27/03 16:30:40"
"LA/1310",1310,"LA","Robert","Sinclair",,"Mr","minister",,,0,"Involved in 1596 case. The only Robert Sinclair that I can find in Fasti who was around at this time was Robert Sinclair minister at Madderty 1595, transferred to Auchterarder in 1601 but then moved back to Madderty in 1603 until 1620.","LEM","07/10/02 09:34:16","jhm","12/15/03 11:34:34"
"LA/1311",1311,"LA","William","Young",,"Mr","minister",,,0,"Involved in 1596 case. I found a couple of William Youngs in Fasti whose dates fitted. One was minister at Redgorton from 1589-1625. He protested against episcopacy. The other was minister at Clunie from 1601 but graduated MA from St Andrews in 1591.","LEM","07/10/02 09:34:53","jhm","12/19/03 13:57:05"
"LA/1312",1312,"LA","Alexander","Young",,"Mr","minister",,,0,"Involved in case in 1596. The only reference I can find to an Alexander Young at this time is one who reader at various posts including Anwoth, Rerrick, Twynholm and Gelston and possibly Methven and Tibbermore. The last entry was for Gelston 1580-86 so I don't know if this is the same one.","LEM","07/10/02 09:35:12","jhm","12/19/03 12:19:51"
"LA/1313",1313,"LA","Robert","Burn",,"Mr",,,,0,"Involved in 1596 case.","LEM","07/10/02 09:36:09","jhm","11/20/03 09:45:29"
"LA/1314",1314,"LA","James","Bannatyne",,"Mr",,,,0,"Involved in 1596 case.","LEM","07/10/02 09:36:55","jhm","12/19/03 14:33:28"
"LA/1315",1315,"LA","Thomas","MacBrair",,,,"bailie","Dumfries",0,"Involved in case in 1650.","LEM","07/10/02 10:07:31","jhm","01/22/04 11:20:58"
"LA/1316",1316,"LA","Thomas","Ramsay",,"Mr","minister",,,0,"Lauren had him as minister of Dumfries but according to Fasti he died in 1637. This Thomas Ramsay was involved in case in 1650 so I am not sure who he was.","LEM","07/10/02 10:08:10","jhm","12/12/03 10:20:04"
"LA/1317",1317,"LA","James","Douglas",,"of Mawswall",,,"Dumfriesshire",0,"?Maxwellton. Involved in cases in 1649-50 and 1659.","LEM","07/10/02 10:14:42","jhm","01/07/04 11:44:03"
"LA/1318",1318,"LA","Thomas","Ferguson",,"of Caitloch",,,"Dumfriesshire",0,"Involved in cases in 1648-50 and 1659.","LEM","07/10/02 10:15:48","jhm","11/25/03 10:15:25"
"LA/1319",1319,"LA","Thomas","MacBurnie",,,,"provost","Dumfries",0,"Involved in cases in 1650 and 1659.","LEM","07/10/02 10:16:16","jhm","01/22/04 11:35:07"
"LA/132",132,"LA","Alexander","Kinneir",,"Mr","minister",,"Whitsome",0,"Involved in case in 1631. Minister at Whitsome 1608-1647. Assembly member in 1645 and 1646.","LEM","06/14/01 15:37:17","jhm","12/01/03 15:09:24"
"LA/1320",1320,"LA","Robert","Richardson",,,,"bailie","Dumfries",0,"Involved in cases in 1649-50 and 1659.","LEM","07/10/02 10:16:56","jhm","12/12/03 10:56:33"
"LA/1321",1321,"LA","John","Burgess",,,,"bailie","Dumfries",0,"Involved in cases in 1649-50 and 1659.","LEM","07/10/02 10:17:19","jhm","11/20/03 09:43:59"
"LA/1322",1322,"LA","Patrick","Musgros",,"Mr",,,,0,"Involved in case in 1643. ?name Musgrove.","LEM","07/10/02 14:04:53","jhm","01/22/04 11:55:46"
"LA/1323",1323,"LA","David","Drummond",,"Mr","minister",,"Crieff",0,"Involved in case in 1643. Not the same as JO/451.","LEM","07/10/02 14:05:32","jhm","01/07/04 11:48:41"
"LA/1324",1324,"LA","Robert","Murray",,"Mr","minister",,"Methven",0,"Involved in case in 1643. Minister at Methven 1615-1648. Was member of General Assembly in 1638.","LEM","07/10/02 14:06:09","jhm","01/22/04 11:53:40"
"LA/1325",1325,"LA","Duncan","Campbell",,"of Law",,,,0,"Not sure if this refers to Law near Carluke in Lanarkshire or the legal profession. Involved in case in 1643.","LEM","07/10/02 14:06:58","jhm","11/20/03 10:26:09"
"LA/1326",1326,"LA","William","Dalgleish",,"Mr","minister","moderator of Edinburgh presbytery","Edinburgh",0,"Involved in cases in 1643. Minister at Cramond 1639 -1662. Deprived by GA in 1662. Member of Assembly in 1638. May be the same as JO/1332.","LEM","07/10/02 14:15:17","jhm","11/25/03 09:58:35"
"LA/1327",1327,"LA","Andrew","Ramsay",,"Mr",,,"Edinburgh",0,"Involved in case in 1643.","LEM","07/10/02 14:15:53","jhm","12/12/03 09:57:39"
"LA/1328",1328,"LA","William","Colville",,"Mr","minister",,"Edinburgh",0,"Involved in cases in 1643. Was minister at Cramond (1635-39), then Trinity 1638-40. Was an active Covenanter and was appointed to The Tron kirk in 1641-48. Later was suspended by Gneral Assembly but appointed principal of Edin University x 2, and also appointed to Perth.","LEM","07/10/02 14:16:24","jhm","01/07/04 11:09:31"
"LA/1329",1329,"LA","William","Burnet",,"Mr",,,"Edinburgh",0,"Involved in case in 1643.","LEM","07/10/02 14:17:02","jhm","11/20/03 09:48:41"
"LA/133",133,"LA","Matthew","Carraill",,"Mr","minister",,"Edrom",0,"Involved in case in 1631. Minister 1612-1646.","LEM","06/14/01 15:37:46","jhm","01/07/04 16:11:29"
"LA/1330",1330,"LA","George","Leslie",,"Mr",,,"Edinburgh",0,"Involved in case in 1643.","LEM","07/10/02 14:17:31","jhm","12/01/03 15:45:00"
"LA/1331",1331,"LA","Andrew","White",,,,,"Edinburgh",0,"Involved in case in 1643.","LEM","07/10/02 14:23:33","jhm","01/22/04 14:23:31"
"LA/1332",1332,"LA","George","Cranston",,,,"bailie","Newhaven",0,"Involved in case in 1645.","LEM","07/10/02 16:07:13","jhm","01/07/04 11:16:35"
"LA/1333",1333,"LA","Alexander","Wardrop",,,,"reader","North Leith",0,"Involved in case in 1645.","LEM","07/10/02 16:07:48","jhm","12/18/03 14:45:53"
"LA/1334",1334,"LA","William","Scobie",,,"witchpricker",,"Musselburgh",0,"He was hired by the ministers and bailies of Leith and Newhaven for pricking suspects in 1643. Probably related to James Scobie LA/52.","LEM","07/10/02 16:14:30","jhm","12/12/03 14:46:36"
